,Precinct Name,In Person,Absentee,Provisional,Totals,,Curbside,County
49,403 - LUCKETTS,2083,0,0,2083,,3,LOUDOUN COUNTY
50,407 - HARPER PARK,1158,0,0,1158,,0,LOUDOUN COUNTY
51,408 - EVERGREEN,1911,0,0,1911,,1,LOUDOUN COUNTY
52,409 - CLARKES GAP,1820,0,0,1820,,3,LOUDOUN COUNTY
53,411 - EAST LOVETTSVILLE,1410,0,0,1410,,2,LOUDOUN COUNTY
54,413 - TUSCARORA,88,0,0,88,,0,LOUDOUN COUNTY
55,414 - RED ROCK,1027,0,0,1027,,2,LOUDOUN COUNTY
56,416 - HAMILTON,2222,0,0,2222,,0,LOUDOUN COUNTY
57,420 - RIVER CREEK,1505,0,0,1505,,0,LOUDOUN COUNTY
58,421 - BETWEEN THE HILLS,213,0,0,213,,1,LOUDOUN COUNTY
59,422 - SYCOLIN CREEK,1388,0,0,1388,,0,LOUDOUN COUNTY
60,501 - WEST LEESBURG,1680,0,0,1680,,0,LOUDOUN COUNTY
61,502 - EAST LEESBURG,1784,0,0,1784,,0,LOUDOUN COUNTY
62,503 - DRY MILL,923,0,0,923,,0,LOUDOUN COUNTY
63,504 - SMARTS MILL,1876,0,0,1876,,0,LOUDOUN COUNTY
64,505 - COOL SPRING,1887,0,0,1887,,0,LOUDOUN COUNTY
65,506 - BRANDON PARK,1065,0,0,1065,,6,LOUDOUN COUNTY
66,507 - GREENWAY,966,0,0,966,,0,LOUDOUN COUNTY
67,508 - BALLS BLUFF,1832,0,0,1832,,0,LOUDOUN COUNTY
68,509 - TOLBERT,1954,0,0,1954,,0,LOUDOUN COUNTY
69,510 - HERITAGE,1150,0,0,1150,,0,LOUDOUN COUNTY
70,615 - HILLSIDE,1687,0,0,1687,,0,LOUDOUN COUNTY
71,616 - EAGLE RIDGE,1877,0,0,1877,,0,LOUDOUN COUNTY
72,617 - OAK GROVE,758,0,0,758,,0,LOUDOUN COUNTY
73,619 - RIDGETOP,843,0,0,843,,0,LOUDOUN COUNTY
74,620 - RUSSELL BRANCH,2076,0,0,2076,,3,LOUDOUN COUNTY
75,621 - DOMINION TRAIL,2114,0,0,2114,,0,LOUDOUN COUNTY
76,622 - FARMWELL STATION,2054,0,0,2054,,0,LOUDOUN COUNTY
77,623 - WELLER,2456,0,0,2456,,0,LOUDOUN COUNTY
78,625 - MILL RUN,789,0,0,789,,0,LOUDOUN COUNTY
79,626 - ASHBY PONDS,1031,0,0,1031,,0,LOUDOUN COUNTY
80,627 - ASHBROOK,655,0,0,655,,0,LOUDOUN COUNTY
81,628 - MOOREFIELD STATION,1989,0,0,1989,,0,LOUDOUN COUNTY
82,629 - DISCOVERY,487,0,0,487,,0,LOUDOUN COUNTY
83,701 - SULLY,1566,0,0,1566,,3,LOUDOUN COUNTY
84,702 - PARK VIEW,1408,0,0,1408,,3,LOUDOUN COUNTY
85,703 - ROLLING RIDGE,1730,0,0,1730,,0,LOUDOUN COUNTY
86,705 - FOREST GROVE,2044,0,0,2044,,13,LOUDOUN COUNTY
87,707 - CLAUDE MOORE PARK,1351,0,0,1351,,0,LOUDOUN COUNTY
88,708 - SENECA,1507,0,0,1507,,0,LOUDOUN COUNTY
89,709 - MIRROR RIDGE,1639,0,0,1639,,0,LOUDOUN COUNTY
90,710 - STERLING,1315,0,0,1315,,0,LOUDOUN COUNTY
91,808 - STONE BRIDGE,2141,0,0,2141,,1,LOUDOUN COUNTY
92,810 - CEDAR LANE,1819,0,0,1819,,0,LOUDOUN COUNTY
93,813 - SELDENS LANDING,1359,0,0,1359,,1,LOUDOUN COUNTY
94,814 - NEWTON - LEE,1908,0,0,1908,,6,LOUDOUN COUNTY
95,815 - BELMONT RIDGE,1848,0,0,1848,,0,LOUDOUN COUNTY
96,817 - SANDERS CORNER,2213,0,0,2213,,2,LOUDOUN COUNTY
97,818 - BROAD RUN,1487,0,0,1487,,1,LOUDOUN COUNTY
98,819 - HERITAGE CHURCH,1389,0,0,1389,,0,LOUDOUN COUNTY
99,820 - BELMONT STATION,1592,0,0,1592,,0,LOUDOUN COUNTY
100,822 - RIVERSIDE,1219,0,0,1219,,0,LOUDOUN COUNTY
1,# Central Absentee,1,1363,0,1364,,14,LOUISA COUNTY
2,## Provisional,0,0,19,19,,0,LOUISA COUNTY
3,101 - ZION,1758,0,0,1758,,0,LOUISA COUNTY
4,102 - MECHANICSVILLE,832,0,0,832,,3,LOUISA COUNTY
5,201 - LOUISA #1,926,0,0,926,,5,LOUISA COUNTY
6,202 - LOUISA #2,880,0,0,880,,4,LOUISA COUNTY
7,301 - PATRICK HENRY NO 1,1664,0,0,1664,,5,LOUISA COUNTY
8,302 - PATRICK HENRY #2,443,0,0,443,,0,LOUISA COUNTY
9,401 - MINERAL,1396,0,0,1396,,3,LOUISA COUNTY
10,402 - YANCEYVILLE,471,0,0,471,,0,LOUISA COUNTY
11,501 - FREDERICKS HALL,469,0,0,469,,0,LOUISA COUNTY
12,502 - CUCKOO,742,0,0,742,,1,LOUISA COUNTY
13,503 - ELK CREEK,625,0,0,625,,6,LOUISA COUNTY
14,601 - BUMPASS,839,0,0,839,,2,LOUISA COUNTY
15,602 - LOCUST CREEK,1093,0,0,1093,,4,LOUISA COUNTY
16,701 - SHELTONS MILL,1134,0,0,1134,,0,LOUISA COUNTY
17,702 - SOUTH ANNA,887,0,0,887,,1,LOUISA COUNTY
1,# Central Absentee,0,393,0,393,,0,LUNENBURG COUNTY
2,## Provisional,0,0,1,1,,0,LUNENBURG COUNTY
3,101 - PLYMOUTH,460,0,0,460,,1,LUNENBURG COUNTY
4,201 - BROWNS STORE,483,0,0,483,,2,LUNENBURG COUNTY
5,301 - ROSEBUD,330,0,0,330,,3,LUNENBURG COUNTY
6,302 - FLAT ROCK,340,0,0,340,,5,LUNENBURG COUNTY
7,401 - ARROWHEAD GUN CLUB,224,0,0,224,,0,LUNENBURG COUNTY
8,402 - PLEASANT GROVE,412,0,0,412,,0,LUNENBURG COUNTY
9,501 - REEDY CREEK,306,0,0,306,,3,LUNENBURG COUNTY
10,502 - PEOPLES COMMUNITY CENTER,370,0,0,370,,1,LUNENBURG COUNTY
11,601 - HOUNDS CREEK,559,0,0,559,,2,LUNENBURG COUNTY
12,701 - MEHERRIN FIRE DEPARTMENT,280,0,0,280,,1,LUNENBURG COUNTY
13,702 - VICTORIA PUBLIC LIBRARY,349,0,0,349,,0,LUNENBURG COUNTY
1,# Central Absentee,0,1607,0,1607,,0,LYNCHBURG CITY
2,## Provisional,0,0,12,12,,0,LYNCHBURG CITY
3,101 - FIRST WARD FIRST PRECINCT,2190,0,0,2190,,0,LYNCHBURG CITY
4,102 - FIRST WARD SECOND PRECINCT,2346,0,0,2346,,0,LYNCHBURG CITY
5,103 - FIRST WARD THIRD PRECINCT,1644,0,0,1644,,6,LYNCHBURG CITY
6,104 - FIRST WARD FOURTH PRECINCT,737,0,0,737,,0,LYNCHBURG CITY
7,105 - FIRST WARD FIFTH PRECINCT,1082,0,0,1082,,3,LYNCHBURG CITY
8,201 - SECOND WARD FIRST PRECINCT,1944,0,0,1944,,0,LYNCHBURG CITY
9,202 - SECOND WARD SECOND PRECINCT,1533,0,0,1533,,0,LYNCHBURG CITY
10,203 - SECOND WARD THIRD PRECINCT,528,0,0,528,,0,LYNCHBURG CITY
11,204 - SECOND WARD FOURTH PRECINCT,501,0,0,501,,2,LYNCHBURG CITY
12,301 - THIRD WARD FIRST PRECINCT,862,0,0,862,,0,LYNCHBURG CITY
13,302 - THIRD WARD SECOND PRECINCT,1027,0,0,1027,,0,LYNCHBURG CITY
14,303 - THIRD WARD THIRD PRECINCT,943,0,0,943,,3,LYNCHBURG CITY
15,304 - THIRD WARD FOURTH PRECINCT,936,0,0,936,,0,LYNCHBURG CITY
16,305 - THIRD WARD FIFTH PRECINCT,1838,0,0,1838,,0,LYNCHBURG CITY
17,401 - FOURTH WARD FIRST PRECINCT,2587,0,0,2587,,0,LYNCHBURG CITY
18,402 - FOURTH WARD SECOND PRECINCT,973,0,0,973,,21,LYNCHBURG CITY
19,403 - FOURTH WARD THIRD PRECINCT,1828,0,0,1828,,3,LYNCHBURG CITY
20,404 - FOURTH WARD FOURTH PRECINCT,1914,0,0,1914,,21,LYNCHBURG CITY
1,# Central Absentee,0,499,0,499,,8,MADISON COUNTY
2,001 - OAK PARK,635,0,0,635,,0,MADISON COUNTY
3,002 - RADIANT,919,0,0,919,,1,MADISON COUNTY
4,003 - ROCHELLE,461,0,0,461,,0,MADISON COUNTY
5,004 - GRAVES MILL,61,0,0,61,,0,MADISON COUNTY
6,005 - MADISON,1044,0,0,1044,,0,MADISON COUNTY
7,006 - WOLFTOWN,599,0,0,599,,0,MADISON COUNTY
8,007 - BRIGHTWOOD,1043,0,0,1043,,2,MADISON COUNTY
9,008 - CRIGLERSVILLE,489,0,0,489,,1,MADISON COUNTY
10,009 - ETLAN,302,0,0,302,,0,MADISON COUNTY
1,# Central Absentee,0,1901,0,1901,,18,MANASSAS CITY
2,## Provisional,0,0,24,24,,0,MANASSAS CITY
3,001 - DEAN,1597,0,0,1597,,5,MANASSAS CITY
4,002 - WEEMS,2107,0,0,2107,,17,MANASSAS CITY
5,003 - METZ,2109,0,0,2109,,9,MANASSAS CITY
6,004 - HAYDON,1920,0,0,1920,,5,MANASSAS CITY
7,005 - BALDWIN,1658,0,0,1658,,4,MANASSAS CITY
8,006 - ROUND,1694,0,0,1694,,10,MANASSAS CITY
1,# Central Absentee,0,582,0,582,,0,MANASSAS PARK CITY
2,## Provisional,0,0,13,13,,0,MANASSAS PARK CITY
3,001 - PRECINCT ONE,1436,0,0,1436,,15,MANASSAS PARK CITY
4,002 - PRECINCT TWO,1121,0,0,1121,,3,MANASSAS PARK CITY
5,003 - PRECINCT THREE,1261,0,0,1261,,2,MANASSAS PARK CITY
1,# Central Absentee,0,330,0,330,,5,MARTINSVILLE CITY
2,## Provisional,0,0,4,4,,0,MARTINSVILLE CITY
3,001 - PRECINCT #1,475,0,0,475,,0,MARTINSVILLE CITY
4,002 - PRECINCT #2,880,0,0,880,,4,MARTINSVILLE CITY
5,003 - PRECINCT #3,530,0,0,530,,2,MARTINSVILLE CITY
6,004 - PRECINCT #4,871,0,0,871,,12,MARTINSVILLE CITY
7,005 - PRECINCT #5,1279,0,0,1279,,17,MARTINSVILLE CITY
8,006 - PRECINCT #6,227,0,0,227,,7,MARTINSVILLE CITY
1,# Central Absentee,0,676,0,676,,14,MATHEWS COUNTY
2,## Provisional,0,0,4,4,,0,MATHEWS COUNTY
3,001 - CHESAPEAKE,881,0,0,881,,4,MATHEWS COUNTY
4,002 - WESTVILLE,1372,0,0,1372,,13,MATHEWS COUNTY
5,003 - PIANKATANK,1511,0,0,1511,,32,MATHEWS COUNTY
1,# Central Absentee,0,1049,0,1049,,0,MECKLENBURG COUNTY
2,## Provisional,0,0,35,35,,0,MECKLENBURG COUNTY
3,101 - WRIGHTS STORE,423,0,0,423,,0,MECKLENBURG COUNTY
4,102 - PEARSONS STORE,151,0,0,151,,0,MECKLENBURG COUNTY
5,103 - SOUTH CLARKSVILLE,665,0,0,665,,0,MECKLENBURG COUNTY
6,201 - BOYDTON,378,0,0,378,,0,MECKLENBURG COUNTY
7,202 - BLUESTONE SENIOR HIGH SCHOOL,154,0,0,154,,0,MECKLENBURG COUNTY
8,203 - CHASE CITY VFW POST,322,0,0,322,,0,MECKLENBURG COUNTY
9,301 - BRACEY,818,0,0,818,,0,MECKLENBURG COUNTY
10,302 - LACROSSE,499,0,0,499,,0,MECKLENBURG COUNTY
11,401 - AMERICAN LEGION HALL,1048,0,0,1048,,0,MECKLENBURG COUNTY
12,402 - PARK VIEW MIDDLE SCHOOL,161,0,0,161,,0,MECKLENBURG COUNTY
13,501 - SOUTH HILL,1173,0,0,1173,,0,MECKLENBURG COUNTY
14,601 - BASKERVILLE,520,0,0,520,,0,MECKLENBURG COUNTY
15,602 - UNION LEVEL,281,0,0,281,,0,MECKLENBURG COUNTY
16,603 - SMITH CROSSROADS,217,0,0,217,,0,MECKLENBURG COUNTY
17,604 - LAKE GASTON,290,0,0,290,,0,MECKLENBURG COUNTY
18,701 - CHASE CITY,517,0,0,517,,0,MECKLENBURG COUNTY
19,702 - SUNSHINE,454,0,0,454,,0,MECKLENBURG COUNTY
20,801 - FINCHLEY,181,0,0,181,,0,MECKLENBURG COUNTY
21,802 - BLUESTONE,618,0,0,618,,0,MECKLENBURG COUNTY
22,803 - CHASE CITY ELEMENTARY SCHOOL,459,0,0,459,,0,MECKLENBURG COUNTY
23,901 - AVERETT,161,0,0,161,,0,MECKLENBURG COUNTY
24,902 - BUFFALO SPRINGS,286,0,0,286,,0,MECKLENBURG COUNTY
25,903 - CLARKSVILLE,1069,0,0,1069,,0,MECKLENBURG COUNTY
1,# Central Absentee,0,425,0,425,,4,MIDDLESEX COUNTY
2,## Provisional,0,0,4,4,,0,MIDDLESEX COUNTY
3,101 - SALUDA,333,0,0,333,,0,MIDDLESEX COUNTY
4,102 - URBANNA,611,0,0,611,,0,MIDDLESEX COUNTY
5,201 - NEW MARKET,1084,0,0,1084,,0,MIDDLESEX COUNTY
6,302 - CHURCH VIEW,859,0,0,859,,0,MIDDLESEX COUNTY
7,401- HARMONY VILLAGE,821,0,0,821,,0,MIDDLESEX COUNTY
8,501 - WILTON,1029,0,0,1029,,0,MIDDLESEX COUNTY
1,# Central Absentee,0,2288,0,2288,,7,MONTGOMERY COUNTY
2,## Provisional,0,0,92,92,,0,MONTGOMERY COUNTY
3,101 - PRECINCT A-1,1739,0,0,1739,,4,MONTGOMERY COUNTY
4,102 - PRECINCT A-2,1514,0,0,1514,,3,MONTGOMERY COUNTY
5,103 - PRECINCT A-3,2284,0,0,2284,,19,MONTGOMERY COUNTY
6,201 - PRECINCT B-1,224,0,0,224,,0,MONTGOMERY COUNTY
7,202 - PRECINCT B-2,1833,0,0,1833,,24,MONTGOMERY COUNTY
8,203 - PRECINCT B-3,1155,0,0,1155,,7,MONTGOMERY COUNTY
9,204 - PRECINCT B-4,2234,0,0,2234,,3,MONTGOMERY COUNTY
10,301 - PRECINCT C-1,1332,0,0,1332,,3,MONTGOMERY COUNTY
11,302 - PRECINCT C-2,1384,0,0,1384,,7,MONTGOMERY COUNTY
12,303 - PRECINCT C-3,501,0,0,501,,2,MONTGOMERY COUNTY
13,304 - PRECINCT C-4,1461,0,0,1461,,4,MONTGOMERY COUNTY
14,401 - PRECINCT D-1,910,0,0,910,,12,MONTGOMERY COUNTY
15,402 - PRECINCT D-2,1404,0,0,1404,,8,MONTGOMERY COUNTY
16,403 - PRECINCT D-3,1084,0,0,1084,,1,MONTGOMERY COUNTY
17,404 - PRECINCT D-4,613,0,0,613,,1,MONTGOMERY COUNTY
18,405 - PRECINCT D-5,1597,0,0,1597,,18,MONTGOMERY COUNTY
19,501 - PRECINCT E-1,1579,0,0,1579,,29,MONTGOMERY COUNTY
20,502 - PRECINCT E-2,1059,0,0,1059,,9,MONTGOMERY COUNTY
21,503 - PRECINCT E-3,1335,0,0,1335,,0,MONTGOMERY COUNTY
22,601 - PRECINCT F-1,1949,0,0,1949,,4,MONTGOMERY COUNTY
23,602 - PRECINCT F-2,1767,0,0,1767,,6,MONTGOMERY COUNTY
24,603 - PRECINCT F-3,568,0,0,568,,0,MONTGOMERY COUNTY
25,701 - PRECINCT G-1,2306,0,0,2306,,0,MONTGOMERY COUNTY
26,702 - PRECINCT G-2,1449,0,0,1449,,0,MONTGOMERY COUNTY
1,# Central Absentee,0,573,0,573,,3,NELSON COUNTY
2,## Provisional,0,0,13,13,,0,NELSON COUNTY
3,101 - ROCKFISH,1425,0,0,1425,,0,NELSON COUNTY
4,201 - LOVINGSTON,760,0,0,760,,0,NELSON COUNTY
5,202 - SCHUYLER,468,0,0,468,,0,NELSON COUNTY
6,301 - SHIPMAN,981,0,0,981,,0,NELSON COUNTY
7,302 - GLADSTONE,162,0,0,162,,0,NELSON COUNTY
8,401 - ROSELAND,1146,0,0,1146,,0,NELSON COUNTY
9,402 - MONTEBELLO,100,0,0,100,,0,NELSON COUNTY
10,501 - FABER,531,0,0,531,,0,NELSON COUNTY
11,502 - NELLYSFORD,1248,0,0,1248,,0,NELSON COUNTY
1,# Central Absentee,0,677,0,677,,3,NEW KENT COUNTY
2,## Provisional,0,0,16,16,,0,NEW KENT COUNTY
3,102 - TUNSTALL,501,0,0,501,,0,NEW KENT COUNTY
4,103 - SOUTHERN BRANCH,1443,0,0,1443,,0,NEW KENT COUNTY
5,201 - QUINTON,1474,0,0,1474,,2,NEW KENT COUNTY
6,202 - KENTWOOD,826,0,0,826,,0,NEW KENT COUNTY
7,301 - WATKINS,950,0,0,950,,0,NEW KENT COUNTY
8,302 - CUMBERLAND,1100,0,0,1100,,0,NEW KENT COUNTY
9,401 - PROVIDENCE FORGE,1413,0,0,1413,,1,NEW KENT COUNTY
10,403 - MOUNTCASTLE,562,0,0,562,,0,NEW KENT COUNTY
11,501 - ELTHAM,721,0,0,721,,0,NEW KENT COUNTY
12,502 - CHICKAHOMINY RIVER,1040,0,0,1040,,0,NEW KENT COUNTY
1,# Central Absentee,0,2838,0,2838,,0,NEWPORT NEWS CITY
2,## Provisional,0,0,155,155,,0,NEWPORT NEWS CITY
3,101 - DENBIGH,1964,0,0,1964,,6,NEWPORT NEWS CITY
4,102 - EPES,1826,0,0,1826,,15,NEWPORT NEWS CITY
5,103 - JENKINS,1821,0,0,1821,,18,NEWPORT NEWS CITY
6,104 - MCINTOSH,1319,0,0,1319,,0,NEWPORT NEWS CITY
7,105 - OYSTER POINT,502,0,0,502,,3,NEWPORT NEWS CITY
8,106 - RESERVOIR,2233,0,0,2233,,10,NEWPORT NEWS CITY
9,107 - RICHNECK,2114,0,0,2114,,16,NEWPORT NEWS CITY
10,108 - LEE HALL,1575,0,0,1575,,3,NEWPORT NEWS CITY
11,109 - WINDSOR,1080,0,0,1080,,4,NEWPORT NEWS CITY
12,110 - GREENWOOD,1772,0,0,1772,,7,NEWPORT NEWS CITY
13,201 - BLAND,363,0,0,363,,2,NEWPORT NEWS CITY
14,202 - BOULEVARD,1402,0,0,1402,,3,NEWPORT NEWS CITY
15,203 - CHARLES,2298,0,0,2298,,4,NEWPORT NEWS CITY
16,204 - WELLESLEY,1136,0,0,1136,,5,NEWPORT NEWS CITY
17,205 - DEEP CREEK,1889,0,0,1889,,2,NEWPORT NEWS CITY
18,208 - HIDENWOOD,1106,0,0,1106,,8,NEWPORT NEWS CITY
19,209 - HILTON,1435,0,0,1435,,0,NEWPORT NEWS CITY
20,210 - NELSON,2334,0,0,2334,,6,NEWPORT NEWS CITY
21,211 - PALMER,1648,0,0,1648,,11,NEWPORT NEWS CITY
22,212 - RIVERSIDE,989,0,0,989,,1,NEWPORT NEWS CITY
23,213 - SANFORD,721,0,0,721,,2,NEWPORT NEWS CITY
24,215 - WARWICK,824,0,0,824,,5,NEWPORT NEWS CITY
25,216 - YATES,1050,0,0,1050,,3,NEWPORT NEWS CITY
26,217 - RIVERVIEW,1517,0,0,1517,,3,NEWPORT NEWS CITY
27,218 - KILN CREEK,2529,0,0,2529,,41,NEWPORT NEWS CITY
28,219 - DEER PARK,1993,0,0,1993,,9,NEWPORT NEWS CITY
29,302 - BRIARFIELD,1068,0,0,1068,,6,NEWPORT NEWS CITY
30,303 - CARVER,750,0,0,750,,8,NEWPORT NEWS CITY
31,304 - CHESTNUT,536,0,0,536,,0,NEWPORT NEWS CITY
32,305 - DOWNTOWN,398,0,0,398,,0,NEWPORT NEWS CITY
33,306 - DUNBAR,167,0,0,167,,0,NEWPORT NEWS CITY
34,307 - HUNTINGTON,410,0,0,410,,10,NEWPORT NEWS CITY
35,308 - JEFFERSON,435,0,0,435,,0,NEWPORT NEWS CITY
36,309 - MAGRUDER,538,0,0,538,,11,NEWPORT NEWS CITY
37,310 - MARSHALL,692,0,0,692,,5,NEWPORT NEWS CITY
38,311 - NEWMARKET,1538,0,0,1538,,23,NEWPORT NEWS CITY
39,312 - NEWSOME PARK,153,0,0,153,,0,NEWPORT NEWS CITY
40,313 - REED,1000,0,0,1000,,21,NEWPORT NEWS CITY
41,314 - RIVER,764,0,0,764,,2,NEWPORT NEWS CITY
42,315 - SEDGEFIELD,1084,0,0,1084,,5,NEWPORT NEWS CITY
43,316 - SOUTH MORRISON,1361,0,0,1361,,6,NEWPORT NEWS CITY
44,317 - WASHINGTON,312,0,0,312,,13,NEWPORT NEWS CITY
45,318 - WILSON,639,0,0,639,,7,NEWPORT NEWS CITY
46,319 - SAUNDERS,1947,0,0,1947,,31,NEWPORT NEWS CITY
47,320 - WATKINS,2484,0,0,2484,,3,NEWPORT NEWS CITY
1,# Central Absentee,0,3838,0,3838,,0,NORFOLK CITY
2,## Provisional,0,0,388,388,,0,NORFOLK CITY
3,101 - GRANBY,1862,0,0,1862,,47,NORFOLK CITY
4,102 - OCEAN VIEW SCHOOL,897,0,0,897,,2,NORFOLK CITY
5,103 - NORTHSIDE,1246,0,0,1246,,3,NORFOLK CITY
6,104 - TITUSTOWN ,721,0,0,721,,6,NORFOLK CITY
7,106 - SECOND PRESBYTERIAN,1669,0,0,1669,,13,NORFOLK CITY
8,201 - LARCHMONT SCHOOL,1967,0,0,1967,,9,NORFOLK CITY
9,203 - GHENT SQUARE,768,0,0,768,,0,NORFOLK CITY
10,207 - LAMBERT'S POINT,1451,0,0,1451,,29,NORFOLK CITY
11,208 - LARCHMONT LIBRARY,1131,0,0,1131,,3,NORFOLK CITY
12,210 - MAURY,1494,0,0,1494,,4,NORFOLK CITY
13,211 - CHRYSLER MUSEUM,1998,0,0,1998,,59,NORFOLK CITY
14,212 - PARK PLACE,936,0,0,936,,10,NORFOLK CITY
15,213 - TAYLOR ELEMENTARY SCHOOL,1754,0,0,1754,,4,NORFOLK CITY
16,214 - STUART,1748,0,0,1748,,17,NORFOLK CITY
17,215 - SUBURBAN PARK,1307,0,0,1307,,8,NORFOLK CITY
18,217 - WESLEY,1112,0,0,1112,,11,NORFOLK CITY
19,218 - WILLARD,2099,0,0,2099,,14,NORFOLK CITY
20,301 - BALLENTINE,1224,0,0,1224,,53,NORFOLK CITY
21,302 - TANNERS CREEK,754,0,0,754,,1,NORFOLK CITY
22,303 - BROAD CREEK,1490,0,0,1490,,22,NORFOLK CITY
23,304 - COLEMAN PLACE SCHOOL,747,0,0,747,,5,NORFOLK CITY
24,305 - LAFAYETTE-WINONA,1119,0,0,1119,,16,NORFOLK CITY
25,306 - LINDENWOOD,868,0,0,868,,10,NORFOLK CITY
26,309 - NORVIEW,2089,0,0,2089,,117,NORFOLK CITY
27,310 - ROSEMONT,1759,0,0,1759,,66,NORFOLK CITY
28,311 - SHERWOOD,2075,0,0,2075,,30,NORFOLK CITY
29,313 - UNION CHAPEL,607,0,0,607,,7,NORFOLK CITY
30,402 - BERKLEY,1016,0,0,1016,,47,NORFOLK CITY
31,404 - CAMPOSTELLA,1051,0,0,1051,,45,NORFOLK CITY
32,405 - CHESTERFIELD,1498,0,0,1498,,25,NORFOLK CITY
33,406 - BARRON BLACK,1010,0,0,1010,,16,NORFOLK CITY
34,408 - EASTON,1285,0,0,1285,,9,NORFOLK CITY
35,409 - FAIRLAWN,985,0,0,985,,7,NORFOLK CITY
36,411 - RUFFNER ACADEMY,675,0,0,675,,7,NORFOLK CITY
37,412 - INGLESIDE,1186,0,0,1186,,14,NORFOLK CITY
38,413 - POPLAR HALLS,1731,0,0,1731,,49,NORFOLK CITY
39,414 - YOUNG PARK,1116,0,0,1116,,28,NORFOLK CITY
40,415 - LAKE TAYLOR HIGH SCHOOL,1078,0,0,1078,,15,NORFOLK CITY
41,501 - BAYVIEW,1587,0,0,1587,,3,NORFOLK CITY
42,503 - EAST OCEAN VIEW,1798,0,0,1798,,12,NORFOLK CITY
43,504 - LARRYMORE,1348,0,0,1348,,25,NORFOLK CITY
44,505 - LITTLE CREEK,934,0,0,934,,13,NORFOLK CITY
45,506 - OCEAN VIEW CENTER,1781,0,0,1781,,11,NORFOLK CITY
46,507 - PRETLOW,1458,0,0,1458,,11,NORFOLK CITY
47,509 - TARRALLTON,1470,0,0,1470,,18,NORFOLK CITY
48,510 - THIRD PRESBYTERIAN,1616,0,0,1616,,29,NORFOLK CITY
49,511 - CROSSROADS,1477,0,0,1477,,9,NORFOLK CITY
50,512 - AZALEA GARDENS,908,0,0,908,,6,NORFOLK CITY
1,# Central Absentee,0,556,0,556,,0,NORTHAMPTON COUNTY
2,## Provisional,0,0,4,4,,0,NORTHAMPTON COUNTY
3,101 - PRECINCT 1-1,1159,0,0,1159,,8,NORTHAMPTON COUNTY
4,201 - PRECINCT 2-1,862,0,0,862,,15,NORTHAMPTON COUNTY
5,301 - PRECINCT 3-1,761,0,0,761,,8,NORTHAMPTON COUNTY
6,401 - PRECINCT 4-1,937,0,0,937,,15,NORTHAMPTON COUNTY
7,501 - PRECINCT 5-1,896,0,0,896,,3,NORTHAMPTON COUNTY
1,# Central Absentee,0,644,0,644,,0,NORTHUMBERLAND COUNTY
2,## Provisional,0,0,8,8,,0,NORTHUMBERLAND COUNTY
3,101 - 1A,913,0,0,913,,0,NORTHUMBERLAND COUNTY
4,201 - 2A,1134,0,0,1134,,3,NORTHUMBERLAND COUNTY
5,301 - 3A,573,0,0,573,,1,NORTHUMBERLAND COUNTY
6,302 - 3B,289,0,0,289,,2,NORTHUMBERLAND COUNTY
7,401 - 4A,1395,0,0,1395,,7,NORTHUMBERLAND COUNTY
8,501 - 5A,1358,0,0,1358,,8,NORTHUMBERLAND COUNTY
1,## Provisional,0,0,2,2,,0,NORTON CITY
2,001 - EAST WARD,1038,70,0,1108,,2,NORTON CITY
1,# Central Absentee,0,366,0,366,,0,NOTTOWAY COUNTY
2,101 - PRECINCT 1-1,583,0,0,583,,0,NOTTOWAY COUNTY
3,102 - PRECINCT 1-2,432,0,0,432,,0,NOTTOWAY COUNTY
4,201 - PRECINCT 2-1,716,0,0,716,,0,NOTTOWAY COUNTY
5,202 - PRECINCT 2-2,345,0,0,345,,0,NOTTOWAY COUNTY
6,301 - PRECINCT 3-1,528,0,0,528,,0,NOTTOWAY COUNTY
7,302 - PRECINCT 3-2,356,0,0,356,,0,NOTTOWAY COUNTY
8,401 - PRECINCT 4-1,501,0,0,501,,0,NOTTOWAY COUNTY
9,402 - PRECINCT 4-2,526,0,0,526,,0,NOTTOWAY COUNTY
10,501 - PRECINCT 5-1,1021,0,0,1021,,0,NOTTOWAY COUNTY
1,# Central Absentee,0,1169,0,1169,,6,ORANGE COUNTY
2,## Provisional,0,0,35,35,,0,ORANGE COUNTY
3,101 - ONE WEST,1489,0,0,1489,,21,ORANGE COUNTY
4,102 - ONE EAST,1408,0,0,1408,,7,ORANGE COUNTY
5,201 - TWO WEST,1375,0,0,1375,,24,ORANGE COUNTY
6,202 - TWO EAST,1191,0,0,1191,,22,ORANGE COUNTY
7,301 - THREE WEST,1641,0,0,1641,,27,ORANGE COUNTY
8,302 - THREE EAST,535,0,0,535,,6,ORANGE COUNTY
9,401 - FOUR WEST,1370,0,0,1370,,30,ORANGE COUNTY
10,402 - FOUR EAST,1374,0,0,1374,,6,ORANGE COUNTY
11,501 - FIVE SOUTH,1641,0,0,1641,,64,ORANGE COUNTY
12,502 - FIVE NORTH,1838,0,0,1838,,51,ORANGE COUNTY
1,# Central Absentee,0,537,0,537,,6,PAGE COUNTY
2,## Provisional,0,0,10,10,,0,PAGE COUNTY
3,101 - WEST LURAY,1573,0,0,1573,,15,PAGE COUNTY
4,201 - EAST LURAY,1693,0,0,1693,,31,PAGE COUNTY
5,301 - MARKSVILLE,1702,0,0,1702,,12,PAGE COUNTY
